key	calle	altura	barrio	usig_lat	usig_lon	georef_lat	georef_lon	n_ok	max_pairwise_m	consensus_lat	consensus_lon
mariscal a jose de sucre|4200|villa urquiza	Mariscal A Jose De Sucre	4200	Villa Urquiza	-34.574068	-58.47238			1		-34.574068	-58.47238
alejandro magarinos cervantes|1300|villa gral mitre	Alejandro Magariños Cervantes	1300	Villa Gral. Mitre					0			
patricias argentinas av|100|caballito	Patricias Argentinas, Av	100	Caballito	-34.60763	-58.43312	-34.6076223367722	-58.4331101204605	2	1.2	-34.6076262	-58.4331151
jose pascual tamborini|3700|coghlan	Jose Pascual Tamborini	3700	Coghlan	-34.559455	-58.477733			1		-34.559455	-58.477733
av jorge newbery|4500|chacarita	Av Jorge Newbery	4500	Chacarita	-34.592628	-58.454874	-34.59229139527705	-58.455062349837846	2	41.1	-34.5924597	-58.4549682
romulo naon|3400|coghlan	Rómulo Naón	3400	Coghlan	-34.558158	-58.480112	-34.55815318658999	-58.48011511967953	2	0.6	-34.5581556	-58.4801136
tte gral juan d peron|2200|balvanera	Tte Gral Juan D Perón	2200	Balvanera	-34.607276	-58.397743	-34.607239100118	-58.3978499881838	2	10.6	-34.6072576	-58.3977965
carlos calvo|1495|constitucion	Carlos Calvo	1495	Constitucion	-34.619903	-58.387168	-34.61995261753358	-58.38725912736243	2	10.0	-34.6199278	-58.3872136
av juan bautista alberdi|2300|flores	Avenida Juan Bautista Alberdi	2300	Flores	-34.630777	-58.45996	-34.6307649743889	-58.4600849405998	2	11.5	-34.630771	-58.4600225
ayacucho|100|san nicolas	Ayacucho	100	San Nicolas	-34.608251	-58.39499	-34.608158608717	-58.3949426274796	2	11.1	-34.6082048	-58.3949663
zamudio|4525|villa pueyrredon	Zamudio	4525	Villa Pueyrredon	-34.584121	-58.49525	-34.5841401036566	-58.49528787775702	2	4.1	-34.5841306	-58.4952689
j manso|1800|puerto madero	J Manso	1800	Puerto Madero	-34.619805	-58.361499			1		-34.619805	-58.361499
av olleros|1600|palermo	Av Olleros	1600	Palermo	-34.563573	-58.436475	-34.563580224956	-58.4365626354517	2	8.1	-34.5635766	-58.4365188
alte brown|1400|la boca	Alte Brown	1400	La Boca	-34.636824	-58.35788	-34.6369534862249	-58.357907593624	2	14.6	-34.6368887	-58.3578938
av cabildo|4900|nunez	Av Cabildo	4900	Nuñez	-34.54009	-58.475021	-34.5399879866044	-58.4749273702213	2	14.2	-34.540039	-58.4749742
bolanos|200|floresta	Bolaños	200	Floresta	-34.636999	-58.483883	-34.6371037794924	-58.48389421481804	2	11.7	-34.6370514	-58.4838886
lavalle|2900|balvanera	Lavalle	2900	Balvanera	-34.603068	-58.407305	-34.6030226709778	-58.4074077685498	2	10.7	-34.6030453	-58.4073564
santa fe|4400|palermo	Santa Fe	4400	Palermo	-34.57988	-58.42347	-34.57956782637117	-58.423542002126744	2	35.3	-34.5797239	-58.423506
maturin|2600|la paternal	Maturín	2600	La Paternal	-34.599545	-58.463171	-34.5994768293878	-58.4632649719538	2	11.5	-34.5995109	-58.463218
tucuman|3100|balvanera	Tucumán	3100	Balvanera	-34.60091	-58.409056	-34.600844157162	-58.4091785976406	2	13.4	-34.6008771	-58.4091173
ramon falcon|7200|liniers	Ramon Falcon	7200	Liniers	-34.640389	-58.527483	-34.640363799781	-58.5276043580127	2	11.5	-34.6403764	-58.5275437
san blas|2900|villa del parque	San Blas	2900	Villa Del Parque	-34.611334	-58.481188	-34.6114140568192	-58.4814204387698	2	23.1	-34.611374	-58.4813042
virrey aviles|3100|colegiales	Virrey Aviles	3100	Colegiales	-34.572428	-58.457836	-34.5724853422969	-58.4579339153102	2	11.0	-34.5724567	-58.457885
gregorio de laferrere|2100|flores	Gregorio De Laferrere	2100	Flores	-34.633879	-58.454402	-34.6338795435637	-58.454521530812	2	11.0	-34.6338793	-58.4544618
av gaona|2500|flores	Avenida Gaona	2500	Flores	-34.614826	-58.461696	-34.6147967330453	-58.4618649187044	2	15.8	-34.6148114	-58.4617805
raul scalabrini ortiz|1700|palermo	Raúl Scalabrini Ortiz	1700	Palermo	-34.590224	-58.424096	-34.5902342752488	-58.4239387938223	2	14.5	-34.5902291	-58.4240174
av alvarez thomas|700|palermo	Avenida Álvarez Thomas	700	Palermo	-34.580212	-58.452172	-34.5801535864373	-58.4520223435438	2	15.2	-34.5801828	-58.4520972
constituyentes|4400|villa urquiza	Constituyentes	4400	Villa Urquiza	-34.582992	-58.491019	-34.582881081315	-58.4910424468408	2	12.5	-34.5829365	-58.4910307
doctor luis belaustegui|900|villa crespo	Doctor Luis Beláustegui	900	Villa Crespo	-34.604305	-58.45436	-34.6043403928821	-58.4545073083745	2	14.1	-34.6043227	-58.4544337
doctor luis belaustegui|900|caballito	Doctor Luis Beláustegui	900	Caballito	-34.604305	-58.45436	-34.6043403928821	-58.4545073083745	2	14.1	-34.6043227	-58.4544337
suipacha|1000|recoleta	Suipacha	1000	Recoleta	-34.596639	-58.379946	-34.5965133507087	-58.3799008733872	2	14.5	-34.5965762	-58.3799234
av cabildo|3226|belgrano	Av. Cabildo	3226	Belgrano	-34.55264	-58.465418	-34.55255884938949	-58.46528596908146	2	15.1	-34.5525994	-58.465352
virrey liniers|500|boedo	Virrey Liniers	500	Boedo	-34.616534	-58.414219	-34.6166316162579	-58.4142555490401	2	11.3	-34.6165828	-58.4142373
av cabildo|3200|belgrano	Av Cabildo	3200	Belgrano	-34.552829	-58.465273	-34.5527493614873	-58.4651328687873	2	15.6	-34.5527892	-58.4652029
andonaegui|2200|villa urquiza	Andonaegui	2200	Villa Urquiza	-34.577765	-58.487903	-34.577667966214	-58.4879327023821	2	11.1	-34.5777165	-58.4879179
pacheco de melo (nati)|2700|recoleta	Pacheco De Melo (Nati)	2700	Recoleta					0			
av lacarra|3700|villa soldati	Av Lacarra	3700	Villa Soldati	-34.668755	-58.445082	-34.6678253041401	-58.4463344626418	2	154.3	-34.6682902	-58.4457082
los pirineos|1300|villa santa rita	Los Pirineos	1300	Villa Santa Rita					0			
correa|3700|saavedra	Correa	3700	Saavedra	-34.549314	-58.485411	-34.5493282968261	-58.4855322031634	2	11.2	-34.5493211	-58.4854716
habana|4300|saavedra	Habana	4300	Saavedra	-34.600019	-58.51683	-34.6000435936786	-58.5169522532988	2	11.5	-34.6000313	-58.5168911
av san martin|2700|la paternal	Av San Martin	2700	La Paternal	-34.603251	-58.463754	-34.60311283258531	-58.46387987993841	2	19.2	-34.6031819	-58.4638169
av cordoba|5500|villa crespo	Avenida Córdoba	5500	Villa Crespo	-34.588232	-58.439377	-34.5881084052846	-58.4393891181099	2	13.8	-34.5881702	-58.4393831
corrientes|1900|san nicolas	Corrientes	1900	San Nicolas	-34.604536	-58.393649	-34.6044627309021	-58.3938577189804	2	20.8	-34.6044994	-58.3937534
av brasil|600|san telmo	Av Brasil	600	San Telmo	-34.625591	-58.373824	-34.6255579872366	-58.3739660304193	2	13.5	-34.6255745	-58.373895
av carlos calvo|1600|constitucion	Avenida Carlos Calvo	1600	Constitucion	-34.620079	-58.388678			1		-34.620079	-58.388678
santiago del estero|600|monserrat	Santiago Del Estero	600	Monserrat	-34.615345	-58.384455	-34.6154416123532	-58.3844802213001	2	11.0	-34.6153933	-58.3844676
general madariaga|6500|villa lugano	General Madariaga	6500	Villa Lugano					0			
charcas|2700|palermo	Charcas	2700	Palermo	-34.594863	-58.404962	-34.5947405296836	-58.405105347314	2	18.9	-34.5948018	-58.4050337
guardia nacional|400|villa luro	Guardia Nacional	400	Villa Luro	-34.641244	-58.501482	-34.64133727251	-58.5014343801976	2	11.2	-34.6412906	-58.5014582
valle|800|caballito	Valle	800	Caballito	-34.624893	-58.439146	-34.6128683069124	-58.4447491292589	2	1429.5	-34.6188807	-58.4419476
av monroe|4400|villa urquiza	Av. Monroe	4400	Villa Urquiza	-34.570043	-58.478918	-34.5700436761291	-58.4790549792783	2	12.6	-34.5700433	-58.4789865
ceretti|3500|villa urquiza	Ceretti	3500	Villa Urquiza	-34.567775	-58.501494	-34.5676750512233	-58.5015184434197	2	11.3	-34.567725	-58.5015062
esnaola|600|caballito	Esnaola	600	Caballito					0			
terrada|2300|villa del parque	Terrada	2300	Villa Del Parque	-34.60861	-58.481951	-34.6085074619744	-58.481969261472	2	11.5	-34.6085587	-58.4819601
cnel r l falcon|4400|velez sarsfield	Cnel R L Falcon	4400	Velez Sarsfield	-34.636973	-58.488921			1		-34.636973	-58.488921
av del libertador|136|retiro	Av. Del Libertador	136	Retiro	-34.592457	-58.376127	-34.59243349772011	-58.37578111847454	2	31.8	-34.5924452	-58.3759541
av carlos calvo|2100|san cristobal	Av Carlos Calvo	2100	San Cristobal	-34.620625	-58.39579			1		-34.620625	-58.39579
pinto|4300|saavedra	Pinto	4300	Saavedra	-34.547175	-58.479383	-34.5471581363366	-58.4793940223318	2	2.1	-34.5471666	-58.4793885
belaustegui|3550|villa del parque	Belaustegui	3550	Villa Del Parque	-34.620955	-58.485047	-34.6209317886245	-58.48507903756515	2	3.9	-34.6209434	-58.485063
adolfo pcarranza|2800|villa del parque	Adolfo P.Carranza	2800	Villa Del Parque	-34.607053	-58.482976	-34.6071070721519	-58.4831973373579	2	21.2	-34.60708	-58.4830867
terrero|3200|la paternal	Terrero	3200	La Paternal	-34.602826	-58.479046	-34.6028389387156	-58.4791711923418	2	11.6	-34.6028325	-58.4791086
juramento|3700|belgrano	Juramento	3700	Belgrano	-34.569576	-58.469357	-34.5695972413704	-58.4694741593147	2	11.0	-34.5695866	-58.4694156
av regimiento de patricios|400|barracas	Avenida Regimiento De Patricios	400	Barracas	-34.633519	-58.370186	-34.6336218838643	-58.3702479865068	2	12.8	-34.6335704	-58.370217
donado|2800|villa urquiza	Donado	2800	Villa Urquiza	-34.56674	-58.480656	-34.5666348562035	-58.4806742436842	2	11.8	-34.5666874	-58.4806651
manuel artigas|5700|mataderos	Manuel Artigas	5700	Mataderos	-34.648147	-58.500882	-34.6481936659752	-58.5009933302849	2	11.4	-34.6481703	-58.5009377
ramon l falcon|6100|liniers	Ramon L. Falcon	6100	Liniers	-34.640454	-58.512523	-34.6404271842778	-58.5126424025214	2	11.3	-34.6404406	-58.5125827
guamini|1900|agronomia	Guaminí	1900	Agronomia	-34.658747	-58.514252	-34.6588400089352	-58.5142046001603	2	11.2	-34.6587935	-58.5142283
bilbao|2200|flores	Bilbao	2200	Flores	-34.633568	-58.457023	-34.6335953200847	-58.4572336375221	2	19.6	-34.6335817	-58.4571283
j b alberdi|2300|flores	J B Alberdi	2300	Flores	-34.630777	-58.45996			1		-34.630777	-58.45996
av b rivadavia|6400|flores	Av B Rivadavia	6400	Flores					0			
tarija|3400|boedo	Tarija	3400	Boedo	-34.628781	-58.413138	-34.62874047969	-58.4132510192941	2	11.3	-34.6287607	-58.4131945
av juan de garay|3700|boedo	Av Juan De Garay	3700	Boedo	-34.631528	-58.41646	-34.6314631985453	-58.4165584961564	2	11.5	-34.6314956	-58.4165092
castro barros|1800|boedo	Castro Barros	1800	Boedo	-34.634177	-58.417814	-34.6342714516674	-58.4178728186249	2	11.8	-34.6342242	-58.4178434
av nazca|100|flores	Av Nazca	100	Flores	-34.62955	-58.470269	-34.6294348022794	-58.4702094204709	2	13.9	-34.6294924	-58.4702392
rondeau|3900|boedo	Rondeau	3900	Boedo	-34.63727	-58.41892	-34.6372224829896	-58.4191111506035	2	18.3	-34.6372462	-58.4190156
av chiclana|3700|boedo	Av Chiclana	3700	Boedo	-34.637526	-58.416028	-34.6375044302906	-58.416163627608	2	12.7	-34.6375152	-58.4160958
pasaje danel|1400|boedo	Pasaje Danel	1400	Boedo					0			
av chiclana|2900|parque patricios	Av Chiclana	2900	Parque Patricios	-34.628831	-58.405033	-34.6288600417322	-58.4051779670332	2	13.7	-34.6288455	-58.4051055
gral jose gervasio artigas|300|flores	Gral José Gervasio Artigas	300	Flores	-34.626926	-58.465179	-34.6268285147743	-58.4651765182903	2	10.8	-34.6268773	-58.4651778
echeandia|4800|villa lugano	Echeandía	4800	Villa Lugano	-34.660491	-58.478428	-34.6605346217627	-58.4785406470737	2	11.4	-34.6605128	-58.4784843
vuelta obligado|2900|belgrano	Vuelta Obligado	2900	Belgrano	-34.553968	-58.462178	-34.553810346996	-58.4622575962043	2	19.0	-34.5538892	-58.4622178
av paseo colon|1000|san telmo	Av Paseo Colón	1000	San Telmo	-34.619313	-58.368438	-34.6193153815264	-58.3686881352814	2	22.9	-34.6193142	-58.3685631
av juan b justo|6700|villa santa rita	Avenida Juan B. Justo	6700	Villa Santa Rita	-34.625205	-58.485768	-34.6251438106762	-58.4859240538265	2	15.8	-34.6251744	-58.485846
av carlos calvo|1200|constitucion	Avenida Carlos Calvo	1200	Constitucion	-34.619802	-58.382828			1		-34.619802	-58.382828
osvaldo e benedetti|100|floresta	Osvaldo E Benedetti	100	Floresta	-34.635366	-58.482799	-34.6354677858875	-58.482813819915	2	11.4	-34.6354169	-58.4828064
vuelta obligado|2900|nunez	Vuelta Obligado	2900	Nuñez	-34.553968	-58.462178	-34.553810346996	-58.4622575962043	2	19.0	-34.5538892	-58.4622178
av cordoba|5500|chacarita	Avenida Córdoba	5500	Chacarita	-34.588232	-58.439377	-34.5881084052846	-58.4393891181099	2	13.8	-34.5881702	-58.4393831
luis viale|2100|villa gral mitre	Luis Viale	2100	Villa Gral. Mitre	-34.61436	-58.465285	-34.6144139440193	-58.4654875779654	2	19.5	-34.614387	-58.4653863
av boedo|500|boedo	Avenida Boedo	500	Boedo	-34.618452	-58.416665	-34.6185515820359	-58.4167319279845	2	12.6	-34.6185018	-58.4166985
av boedo|500|almagro	Avenida Boedo	500	Almagro	-34.618452	-58.416665	-34.6185515820359	-58.4167319279845	2	12.6	-34.6185018	-58.4166985
jose pascual tamborini|2800|nunez	José Pascual Tamborini	2800	Nuñez	-34.554642	-58.468584			1		-34.554642	-58.468584
cabildo|2700|belgrano	Cabildo	2700	Belgrano	-34.557043	-58.461286	-34.5568843462107	-58.4612211933104	2	18.6	-34.5569637	-58.4612536
costa rica|5300|palermo	Costa Rica	5300	Palermo					0			
esteban de luca|1400|boedo	Esteban De Luca	1400	Boedo	-34.626741	-58.40395	-34.6267617807317	-58.4039416108395	2	2.4	-34.6267514	-58.4039458
av belgrano|1200|balvanera	Avenida Belgrano	1200	Balvanera	-34.613306	-58.383103	-34.613233890363	-58.3832164080389	2	13.1	-34.6132699	-58.3831597
ulrico schmidl|5300|villa luro	Ulrico Schmidl	5300	Villa Luro	-34.641992	-58.502098	-34.6420285894288	-58.5022206883908	2	12.0	-34.6420103	-58.5021593
carabobo|400|flores	Carabobo	400	Flores	-34.631382	-58.45433	-34.6315005161622	-58.4543781174216	2	13.9	-34.6314413	-58.4543541
rivadavia|7000|flores	Rivadavia	7000	Flores	-34.629244	-58.464092	-34.6292517072598	-58.4641120412295	2	2.0	-34.6292479	-58.464102
nazca|200|flores	Nazca	200	Flores	-34.629103	-58.470468	-34.6289218857363	-58.4704377879444	2	20.3	-34.6290124	-58.4704529
alberdi|2639|flores	Alberdi	2639	Flores	-34.632209	-58.465025	-34.63224463476656	-58.46496686687992	2	6.6	-34.6322268	-58.4649959
pergamino|800|parque avellaneda	Pergamino	800	Parque Avellaneda	-34.64117	-58.470527	-34.6412763391173	-58.4705290918918	2	11.8	-34.6412232	-58.470528
echeverria|4300|colegiales	Echeverria	4300	Colegiales	-34.57376	-58.474151	-34.5737826158049	-58.4742679571623	2	11.0	-34.5737713	-58.4742095
roseti|722|colegiales	Roseti	722	Colegiales	-34.583222	-58.453305	-34.58325142279663	-58.45303435496682	2	25.0	-34.5832367	-58.4531697
c gardel|3100|balvanera	C Gardel	3100	Balvanera					0			
palmar|6700|liniers	Palmar	6700	Liniers	-34.643496	-58.520661	-34.6434989964514	-58.520687542115	2	2.5	-34.6434975	-58.5206743
san luis|3100|recoleta	San Luis	3100	Recoleta	-34.599562	-58.408594	-34.5995084734607	-58.4086967250709	2	11.1	-34.5995352	-58.4086454
anchorena|800|recoleta	Anchorena	800	Recoleta	-34.599672	-58.408811	-34.5995084734607	-58.4086967250709	2	21.0	-34.5995902	-58.4087539
andonaegui|2000|villa urquiza	Andonaegui	2000	Villa Urquiza	-34.580135	-58.485873	-34.5800364917295	-58.4858996650345	2	11.2	-34.5800857	-58.4858863
cramer|2700|nunez	Cramer	2700	Nuñez	-34.559573	-58.465819	-34.5594628774812	-58.4658262505973	2	12.2	-34.5595179	-58.4658226
jorge newbery|2500|colegiales	Jorge Newbery	2500	Colegiales	-34.572991	-58.441544	-34.5730741464102	-58.4417030955294	2	17.3	-34.5730326	-58.4416235
habana|4500|saavedra	Habana	4500	Saavedra	-34.601582	-58.519369	-34.6016083414153	-58.5194891999406	2	11.4	-34.6015952	-58.5194291
cramer|4700|saavedra	Cramer	4700	Saavedra	-34.542021	-58.477901	-34.5418923161194	-58.4779097788819	2	14.3	-34.5419567	-58.4779054
felipe vallese|1900|caballito	Felipe Vallese	1900	Caballito	-34.61861	-58.460109	-34.6186234589543	-58.4602281807052	2	11.0	-34.6186167	-58.4601686
av manuel ricardo trelles|1900|la paternal	Avenida Manuel Ricardo Trelles	1900	La Paternal	-34.606233	-58.464965			1		-34.606233	-58.464965
av donato alvarez|300|flores	Avenida Donato Álvarez	300	Flores	-34.622441	-58.455574	-34.6223386794997	-58.4555578183023	2	11.4	-34.6223898	-58.4555659
cabildo|2911|belgrano	Cabildo	2911	Belgrano	-34.555222	-58.462563	-34.55537834631971	-58.462636033777684	2	18.6	-34.5553002	-58.4625995
av juan bautista justo|9100|versalles	Avenida Juan Bautista Justo	9100	Versalles					0			
av juan bautista justo|2600|villa crespo	Avenida Juan Bautista Justo	2600	Villa Crespo					0			
estomba|2600|coghlan	Estomba	2600	Coghlan	-34.566323	-58.475105	-34.566218769051	-58.4751236097862	2	11.7	-34.5662709	-58.4751143
chivilcoy|400|floresta	Chivilcoy	400	Floresta	-34.629601	-58.483691	-34.6295028748325	-58.483691711199	2	10.9	-34.6295519	-58.4836914
av corrientes|3900|villa crespo	Avenida Corrientes	3900	Villa Crespo	-34.603418	-58.419353	-34.6033201708157	-58.4195103556164	2	18.1	-34.6033691	-58.4194317
general jose gervasio artigas|1700|la paternal	General José Gervasio Artigas	1700	La Paternal	-34.611836	-58.473912			1		-34.611836	-58.473912
santo tome|3900|villa del parque	Santo Tomé	3900	Villa Del Parque	-34.611253	-58.49818	-34.6112759991611	-58.4982996867249	2	11.3	-34.6112645	-58.4982398
yerbal|5100|villa luro	Yerbal	5100	Villa Luro	-34.63635	-58.498068	-34.6363308568631	-58.4981884595727	2	11.2	-34.6363404	-58.4981282
argerich|3000|villa del parque	Argerich	3000	Villa Del Parque	-34.602358	-58.490705	-34.6022660333818	-58.4907408845686	2	10.7	-34.602312	-58.4907229
11 de septiembre 1888|2100|belgrano	11 De Septiembre 1888	2100	Belgrano					0			
jose l suarez|400|liniers	Jose L Suarez	400	Liniers	-34.643664	-58.527333			1		-34.643664	-58.527333
virrey cevallos|906|monserrat	Virrey Cevallos	906	Monserrat	-34.619003	-58.388868	-34.618932972070844	-58.3889106456905	2	8.7	-34.618968	-58.3888893
neuquen|2573|flores	Neuquen	2573	Flores	-34.619693	-58.469214	-34.61979999160483	-58.469423933466125	2	22.6	-34.6197465	-58.469319
av cabildo|3400|nunez	Avenida Cabildo	3400	Nuñez	-34.551802	-58.466092	-34.5516274598617	-58.4660344143821	2	20.1	-34.5517147	-58.4660632
gurruchaga|200|villa crespo	Gurruchaga	200	Villa Crespo	-34.599783	-58.444872	-34.5997541817642	-58.4447484594938	2	11.8	-34.5997686	-58.4448102
catulo castillo|2500|parque patricios	Catulo Castillo	2500	Parque Patricios	-34.632264	-58.398612	-34.6322520079746	-58.3987313590753	2	11.0	-34.632258	-58.3986717
condarco|4700|villa pueyrredon	Condarco	4700	Villa Pueyrredon	-34.584979	-58.499883	-34.5848830011557	-58.499918505723	2	11.1	-34.584931	-58.4999008
sarmiento|2200|san nicolas	Sarmiento	2200	San Nicolas	-34.606044	-58.397825	-34.6060167304594	-58.3979775927458	2	14.3	-34.6060304	-58.3979013
hornos general|500|barracas	Hornos, General	500	Barracas	-34.63325	-58.377425			1		-34.63325	-58.377425
niceto vega|5886|palermo	Niceto Vega	5886	Palermo	-34.584707	-58.442383	-34.584598525001	-58.442380118285705	2	12.0	-34.5846528	-58.4423816
valentin gomez|3800|almagro	Valentín Gómez	3800	Almagro	-34.604598	-58.418118	-34.6045383408262	-58.4182162909377	2	11.2	-34.6045682	-58.4181671
luis maria camposo|1300|belgrano	Luis Maria Camposo	1300	Belgrano			-34.5646093540894	-58.4412679001713	1		-34.5646094	-58.4412679
av canonigo del corro|100|villa luro	Av. Canonigo Del Corro	100	Villa Luro	-34.635972	-58.494724	-34.6358691154751	-58.4947600500358	2	11.9	-34.6359206	-58.494742
e de palestina|1100|palermo	E. De Palestina	1100	Palermo	-34.597869	-58.424961	-34.597851848963	-58.4249541799285	2	2.0	-34.5978604	-58.4249576
av teniente general donato alvarez|1500|villa gral mitre	Avenida Teniente General Donato Álvarez	1500	Villa Gral. Mitre			-34.6095229582509	-58.4616406133667	1		-34.609523	-58.4616406
av alvarez thomas|700|colegiales	Avenida Álvarez Thomas	700	Colegiales	-34.580212	-58.452172	-34.5801535864373	-58.4520223435438	2	15.2	-34.5801828	-58.4520972
jorge newbery|3800|chacarita	Jorge Newbery	3800	Chacarita	-34.585846	-58.449782	-34.5859171980465	-58.4498822032446	2	12.1	-34.5858816	-58.4498321
mario bravo|800|villa crespo	Mario Bravo	800	Villa Crespo	-34.600536	-58.416222	-34.6004529844591	-58.4161434228931	2	11.7	-34.6004945	-58.4161827
av j b justo|8000|villa luro	Av J B Justo	8000	Villa Luro	-34.632408	-58.500331			1		-34.632408	-58.500331
doctor pedro ignacio rivera|5200|villa urquiza	Doctor Pedro Ignacio Rivera	5200	Villa Urquiza	-34.572711	-58.489432	-34.5727203772481	-58.4895586646637	2	11.7	-34.5727157	-58.4894953
av garay|3200|boedo	Avenida Garay	3200	Boedo	-34.629942	-58.409736	-34.6298883936084	-58.4098690599482	2	13.6	-34.6299152	-58.4098025
diaz velez|3800|almagro	Diaz Velez	3800	Almagro	-34.608622	-58.419925	-34.6085432948472	-58.4200609598172	2	15.2	-34.6085826	-58.419993
general urquiza|1200|san cristobal	General Urquiza	1200	San Cristobal	-34.624503	-58.408844			1		-34.624503	-58.408844
av segurola|1900|monte castro	Av Segurola	1900	Monte Castro	-34.619008	-58.501257	-34.6189100625325	-58.501300010058	2	11.6	-34.618959	-58.5012785
gallo 1174/|1176|recoleta	Gallo 1174/	1176	Recoleta					0			
fray luis beltran|300|flores	Fray Luis Beltrán	300	Flores	-34.623818	-58.459616	-34.6237196693614	-58.459617199711	2	10.9	-34.6237688	-58.4596166
av la plata|500|almagro	Av. La Plata	500	Almagro	-34.620577	-58.427987	-34.6206839185265	-58.4280688427608	2	14.0	-34.6206305	-58.4280279
lisandro de la torre|1700|mataderos	Lisandro De La Torre	1700	Mataderos	-34.655364	-58.508856	-34.6554644712667	-58.508812640586	2	11.8	-34.6554142	-58.5088343
j b justo|800|palermo	J B Justo	800	Palermo	-34.579973	-58.427897			1		-34.579973	-58.427897
fragata pte sarmiento correa|1800|villa gral mitre	Fragata Pte. Sarmiento Correa	1800	Villa Gral. Mitre					0			
venezuela|3500|monserrat	Venezuela	3500	Monserrat	-34.617273	-58.415411	-34.6172460057645	-58.4155219039058	2	10.6	-34.6172595	-58.4154665
av eva peron|1100|parque chacabuco	Avenida Eva Perón	1100	Parque Chacabuco	-34.630107	-58.440854	-34.6301549554742	-58.4410037243625	2	14.7	-34.630131	-58.4409289
av san juan|800|constitucion	Av. San Juan	800	Constitucion	-34.62215	-58.377091	-34.6220663104638	-58.3771987271504	2	13.6	-34.6221082	-58.3771449
holmberg|800|villa ortuzar	Holmberg	800	Villa Ortuzar					0			
ayacucho|300|balvanera	Ayacucho	300	Balvanera	-34.605951	-58.395183	-34.6058575117897	-58.3951422706192	2	11.0	-34.6059043	-58.3951626
balcarce|1344|san telmo	Balcarce	1344	San Telmo	-34.623407	-58.369731	-34.62347160243297	-58.369759849586096	2	7.6	-34.6234393	-58.3697454
san jose|1100|constitucion	San José	1100	Constitucion	-34.621061	-58.385803	-34.6211561161044	-58.3858407062041	2	11.1	-34.6211086	-58.3858219
el salvador|4400|palermo	El Salvador	4400	Palermo	-34.591592	-58.424123	-34.5914937575328	-58.4241562170156	2	11.3	-34.5915429	-58.4241396
arevalos|1400|palermo	Arevalos	1400	Palermo			-34.5837427009989	-58.4436072955654	1		-34.5837427	-58.4436073
melincue|3700|villa del parque	Melincue	3700	Villa Del Parque	-34.605981	-58.49917	-34.6060084808969	-58.4992881002234	2	11.3	-34.6059947	-58.4992291
avcastanares|4500|villa lugano	Av.Castañares	4500	Villa Lugano			-34.6645713924101	-58.4687020592743	1		-34.6645714	-58.4687021
bolivia|1700|villa gral mitre	Bolivia	1700	Villa Gral. Mitre	-34.612516	-58.475197	-34.6124204484438	-58.4752228251137	2	10.9	-34.6124682	-58.4752099
caboto|843|la boca	Caboto	843	La Boca	-34.630865	-58.356693	-34.63075219016507	-58.35668435670058	2	12.5	-34.6308086	-58.3566887
juan de dios filiberto|900|la boca	Juan De Dios Filiberto	900	La Boca					0			
argerich|100|flores	Argerich	100	Flores	-34.62997	-58.471768	-34.6298347763346	-58.4717832470311	2	15.1	-34.6299024	-58.4717756
independencia|1500|monserrat	Independencia	1500	Monserrat	-34.617987	-58.38735	-34.5622234383629	-58.4426900057287	2	8002.6	-34.5901052	-58.41502
av regimiento de patricios|1556|barracas	Av. Regimiento De Patricios	1556	Barracas	-34.644323	-58.368546	-34.644328774541606	-58.36861575761448	2	6.4	-34.6443259	-58.3685809
bartolome mitre|4100|almagro	Bartolomé Mitre	4100	Almagro	-34.61014	-58.424448	-34.6101103327721	-58.4245632011593	2	11.1	-34.6101252	-58.4245056
jose hernandez|1889|belgrano	Jose Hernandez	1889	Belgrano	-34.562955	-58.448685	-34.56302348590884	-58.44872186183236	2	8.3	-34.5629892	-58.4487034
rivadavia|2183|balvanera	Rivadavia	2183	Balvanera	-34.609492	-58.397294	-34.60956516756228	-58.39737711645721	2	11.1	-34.6095286	-58.3973356
federico lacroze|3500|colegiales	Federico Lacroze	3500	Colegiales	-34.580459	-58.450811	-34.5805016709454	-58.4509524962841	2	13.8	-34.5804803	-58.4508817
chiclana|3400|boedo	Chiclana	3400	Boedo	-34.635229	-58.412258	-34.6352175894055	-58.4124090238423	2	13.9	-34.6352233	-58.4123335
chivilicoy|2700|villa devoto	Chivilicoy	2700	Villa Devoto			-34.6088263019032	-58.5037889874243	1		-34.6088263	-58.503789
gregorio de laferrere|2400|flores	Gregorio De Laferrere	2400	Flores	-34.63633	-58.458668	-34.6363827187155	-58.4587718362023	2	11.2	-34.6363564	-58.4587199
quinquela martin|1600|barracas	Quinquela Martin	1600	Barracas	-34.643423	-58.372334	-34.6434090990623	-58.372442764192	2	10.1	-34.643416	-58.3723884
olavarria|700|la boca	Olavarria	700	La Boca	-34.637866	-58.362573	-34.6378817634949	-58.3627028009778	2	12.0	-34.6378739	-58.3626379
acoyte|1100|villa crespo	Acoyte	1100	Villa Crespo	-34.605933	-58.440202	-34.6058723877544	-58.4402427949783	2	7.7	-34.6059027	-58.4402224
san isidro labrador|4300|saavedra	San Isidro Labrador	4300	Saavedra	-34.545108	-58.472835	-34.5450143910122	-58.4728713719869	2	10.9	-34.5450612	-58.4728532
fonrouge|200|liniers	Fonrouge	200	Liniers	-34.640798	-58.514173	-34.640987542464	-58.5140254404324	2	25.0	-34.6408928	-58.5140992
